date,P,T,E,Q,Qmm
09/01/2002,0.1,-5.9,1.02,1.91,0.25
10/01/2002,0.0,-7.1,1.22,1.5,0.19
11/01/2002,0.0,-3.9,1.3,1.5,0.19
12/01/2002,0.0,-0.9,1.36,1.5,0.19
13/01/2002,0.0,2.5,1.21,1.5,0.19
14/01/2002,0.0,3.9,0.91,1.64,0.21
15/01/2002,0.0,4.9,1.27,1.77,0.23
16/01/2002,0.0,5.0,1.02,1.77,0.23
17/01/2002,0.8,5.7,1.11,1.77,0.23
18/01/2002,5.0,6.5,0.55,2.2,0.28
19/01/2002,3.2,6.8,0.88,2.84,0.37
20/01/2002,0.7,5.9,1.12,3.03,0.39
21/01/2002,0.0,5.0,1.17,2.52,0.32
22/01/2002,0.1,6.1,1.19,1.77,0.23
23/01/2002,0.0,6.0,1.6,1.77,0.23
24/01/2002,0.0,7.2,1.4,1.77,0.23
25/01/2002,1.6,8.5,0.99,1.91,0.25
26/01/2002,0.0,9.2,1.15,2.04,0.26
27/01/2002,0.0,7.9,1.14,1.64,0.21
28/01/2002,0.0,8.2,1.56,1.64,0.21
29/01/2002,0.0,7.4,1.8,1.64,0.21
30/01/2002,0.0,7.9,1.79,1.64,0.21
31/01/2002,0.0,8.7,1.9,1.64,0.21
01/02/2002,0.0,8.7,1.86,1.5,0.19
02/02/2002,0.0,9.7,1.75,1.64,0.21
03/02/2002,0.0,10.4,1.95,1.5,0.19
04/02/2002,0.0,9.4,2.01,1.5,0.19
05/02/2002,0.0,8.2,1.99,1.64,0.21
06/02/2002,0.0,8.1,1.82,1.5,0.19
07/02/2002,0.0,9.1,2.1,1.5,0.19
08/02/2002,0.0,9.9,2.1,1.5,0.19
09/02/2002,0.0,10.9,2.17,1.37,0.18
10/02/2002,0.9,10.1,1.64,1.37,0.18
11/02/2002,0.9,8.7,1.3,1.37,0.18
12/02/2002,0.0,8.4,2.07,1.5,0.19
13/02/2002,0.0,8.6,2.21,1.5,0.19
14/02/2002,0.0,10.3,2.43,1.5,0.19
15/02/2002,0.0,10.8,1.96,1.5,0.19
16/02/2002,0.0,10.8,2.24,1.37,0.18
17/02/2002,0.0,9.1,2.35,1.5,0.19
18/02/2002,0.0,8.2,2.48,1.37,0.18
19/02/2002,0.0,9.8,2.2,1.37,0.18
20/02/2002,0.4,10.7,1.69,1.37,0.18
21/02/2002,0.2,10.5,2.12,1.37,0.18
22/02/2002,0.0,10.5,2.54,1.37,0.18
23/02/2002,30.9,7.9,1.21,1.5,0.19
24/02/2002,3.6,8.9,1.54,3.03,0.39
25/02/2002,6.8,5.8,1.32,1.03,0.13
26/02/2002,0.0,4.6,2.23,1.64,0.21
27/02/2002,0.0,7.8,2.39,1.64,0.21
28/02/2002,0.2,9.7,1.08,1.64,0.21
01/03/2002,0.0,10.7,2.37,1.5,0.19
02/03/2002,0.0,11.8,2.66,1.5,0.19
03/03/2002,0.0,11.8,3.07,1.5,0.19
04/03/2002,0.0,13.6,3.27,1.5,0.19
05/03/2002,0.0,14.9,3.4,1.5,0.19
06/03/2002,0.0,16.3,3.67,1.37,0.18
07/03/2002,0.0,16.0,3.62,1.37,0.18
08/03/2002,0.0,16.0,3.38,1.26,0.16
09/03/2002,0.0,15.0,2.59,1.26,0.16
10/03/2002,0.0,15.4,2.61,1.26,0.16
11/03/2002,2.0,15.4,1.68,1.26,0.16
12/03/2002,4.9,12.0,1.39,1.26,0.16
13/03/2002,3.2,11.7,2.04,1.26,0.16
14/03/2002,0.3,11.8,2.38,1.26,0.16
15/03/2002,0.0,12.7,3.18,1.26,0.16
16/03/2002,0.6,13.7,2.88,1.14,0.15
17/03/2002,0.3,13.9,3.65,1.14,0.15
18/03/2002,2.1,11.2,2.95,1.26,0.16
19/03/2002,0.0,10.8,3.41,1.26,0.16
20/03/2002,1.8,9.4,2.87,1.26,0.16
21/03/2002,0.2,10.1,2.88,1.26,0.16
22/03/2002,0.5,12.0,3.48,1.26,0.16
23/03/2002,34.3,9.5,1.26,1.37,0.18
24/03/2002,14.5,7.2,1.39,1.77,0.23
25/03/2002,10.6,6.0,1.5,3.03,0.39
26/03/2002,1.1,5.9,2.36,2.52,0.32
27/03/2002,0.0,6.4,2.64,3.79,0.49
28/03/2002,0.6,6.4,2.95,3.6,0.46
29/03/2002,0.1,6.0,2.67,3.79,0.49
30/03/2002,0.7,7.1,3.06,3.6,0.46
31/03/2002,6.9,7.2,1.73,3.6,0.46
01/04/2002,6.1,8.3,1.33,3.97,0.51
02/04/2002,1.1,8.2,1.8,3.79,0.49
03/04/2002,0.8,11.7,3.45,3.79,0.49
04/04/2002,3.2,11.4,2.08,4.15,0.53
05/04/2002,4.0,14.1,3.9,4.52,0.58
06/04/2002,8.6,10.9,1.99,4.7,0.61
07/04/2002,0.1,11.6,3.28,4.91,0.63
08/04/2002,0.0,11.5,3.93,4.34,0.56
09/04/2002,0.0,11.8,4.41,6.51,0.84
10/04/2002,0.0,14.9,4.76,6.75,0.87
11/04/2002,0.1,16.3,4.66,6.51,0.84
12/04/2002,0.0,17.0,4.69,6.26,0.81
13/04/2002,1.1,17.4,4.64,6.26,0.81
14/04/2002,0.0,18.6,5.4,6.02,0.78
15/04/2002,5.0,17.0,3.25,3.97,0.51
16/04/2002,23.7,14.4,1.53,1.5,0.19
17/04/2002,17.6,13.2,1.35,2.2,0.28
18/04/2002,8.3,12.2,2.07,3.03,0.39
19/04/2002,7.6,11.1,2.31,2.68,0.35
20/04/2002,0.8,11.9,2.99,3.41,0.44
21/04/2002,0.1,12.8,3.06,2.36,0.3
22/04/2002,3.0,12.9,3.45,2.2,0.28
23/04/2002,3.3,13.1,3.84,2.36,0.3
24/04/2002,7.7,11.9,2.74,2.04,0.26
25/04/2002,0.4,13.0,4.2,1.91,0.25
26/04/2002,0.3,13.3,4.32,1.77,0.23
27/04/2002,0.6,13.8,4.56,1.64,0.21
28/04/2002,0.0,14.0,4.67,1.64,0.21
29/04/2002,0.0,14.9,4.68,1.5,0.19
30/04/2002,0.1,16.6,4.94,1.37,0.18
01/05/2002,2.0,16.5,4.3,1.37,0.18
02/05/2002,0.0,17.4,4.9,1.64,0.21
03/05/2002,0.0,19.2,5.77,1.14,0.15
04/05/2002,0.0,19.6,6.0,1.03,0.13
05/05/2002,0.0,19.4,5.9,0.92,0.12
06/05/2002,0.0,19.0,6.23,0.92,0.12
07/05/2002,0.0,18.9,5.75,0.92,0.12
08/05/2002,0.0,18.5,5.97,0.74,0.1
09/05/2002,0.6,19.3,5.29,0.74,0.1
10/05/2002,0.0,19.8,6.06,0.67,0.09
11/05/2002,0.0,18.9,6.31,0.67,0.09
12/05/2002,0.0,19.0,6.15,0.67,0.09
13/05/2002,1.0,16.8,5.05,0.67,0.09
14/05/2002,1.0,15.6,4.83,0.81,0.1
15/05/2002,0.0,18.4,5.67,0.92,0.12
16/05/2002,0.2,19.1,5.97,0.74,0.1
17/05/2002,0.2,19.6,6.03,0.67,0.09
18/05/2002,0.1,19.6,6.06,0.67,0.09
19/05/2002,0.0,19.8,6.81,0.6,0.08
20/05/2002,0.0,20.3,6.97,0.6,0.08
21/05/2002,0.1,19.3,6.47,0.6,0.08
22/05/2002,0.7,18.5,5.43,0.6,0.08
23/05/2002,0.2,18.9,5.58,0.67,0.09
24/05/2002,0.0,20.5,6.58,0.67,0.09
25/05/2002,0.0,22.2,7.15,0.6,0.08
26/05/2002,0.0,21.5,7.0,0.67,0.09
27/05/2002,1.7,18.1,3.9,0.6,0.08
28/05/2002,0.0,20.1,6.22,0.67,0.09
29/05/2002,0.0,20.6,7.66,0.67,0.09
30/05/2002,0.7,18.6,4.93,0.6,0.08
31/05/2002,0.1,19.4,5.58,0.6,0.08
01/06/2002,0.2,19.5,5.93,0.67,0.09
02/06/2002,0.0,20.5,7.02,0.74,0.1
03/06/2002,0.4,20.3,6.82,0.92,0.12
04/06/2002,0.4,19.3,6.05,1.03,0.13
05/06/2002,0.0,19.9,6.85,0.74,0.1
06/06/2002,0.0,22.4,7.46,0.23,0.03
07/06/2002,0.0,24.6,7.82,0.23,0.03
08/06/2002,0.0,26.7,8.32,0.17,0.02
09/06/2002,0.0,27.7,8.73,0.17,0.02
10/06/2002,0.0,26.1,9.43,0.23,0.03
11/06/2002,0.1,21.0,6.13,0.23,0.03
12/06/2002,0.0,21.5,6.74,0.23,0.03
13/06/2002,0.0,24.0,6.77,0.35,0.04
14/06/2002,0.3,25.1,6.82,0.41,0.05
15/06/2002,0.4,25.9,7.38,0.92,0.12
16/06/2002,0.1,26.7,7.92,0.6,0.08
17/06/2002,0.0,26.8,8.64,0.46,0.06
18/06/2002,0.0,25.5,8.37,0.46,0.06
19/06/2002,0.0,22.5,8.96,0.41,0.05
20/06/2002,0.0,22.4,8.36,0.41,0.05
21/06/2002,0.0,23.1,8.65,0.35,0.04
22/06/2002,0.0,25.8,6.96,0.46,0.06
23/06/2002,0.9,27.3,7.96,0.41,0.05
24/06/2002,0.0,28.2,8.88,0.29,0.04
25/06/2002,0.0,27.5,8.58,0.29,0.04
26/06/2002,0.0,26.0,8.86,0.23,0.03
27/06/2002,0.0,25.7,8.35,0.29,0.04
28/06/2002,0.0,26.6,7.5,0.29,0.04
29/06/2002,0.0,27.6,8.82,0.35,0.04
30/06/2002,0.0,27.9,9.25,0.6,0.08
01/07/2002,0.0,26.6,8.49,0.23,0.03
02/07/2002,0.0,25.0,7.52,0.17,0.02
03/07/2002,0.0,26.6,8.35,0.17,0.02
04/07/2002,0.0,27.9,8.83,0.14,0.02
05/07/2002,0.0,28.9,8.95,0.17,0.02
06/07/2002,0.1,29.3,8.97,0.14,0.02
07/07/2002,0.0,29.2,9.06,0.14,0.02
08/07/2002,0.1,27.1,8.07,0.14,0.02
09/07/2002,10.0,23.3,5.44,0.29,0.04
10/07/2002,0.3,23.5,6.32,1.5,0.19
11/07/2002,0.7,24.4,6.64,0.46,0.06
12/07/2002,0.9,24.4,6.15,0.67,0.09
13/07/2002,3.6,25.2,5.4,0.53,0.07
14/07/2002,0.0,27.4,7.58,0.92,0.12
15/07/2002,0.0,28.9,8.58,0.74,0.1
16/07/2002,0.0,29.4,8.73,0.23,0.03
17/07/2002,0.0,29.5,9.29,0.17,0.02
18/07/2002,0.0,27.7,9.02,0.14,0.02
19/07/2002,0.0,26.9,8.0,0.14,0.02
20/07/2002,0.0,28.2,8.18,0.14,0.02
21/07/2002,0.0,28.4,7.46,0.14,0.02
22/07/2002,0.0,28.0,7.67,0.14,0.02
23/07/2002,0.0,27.3,8.97,0.14,0.02
24/07/2002,0.0,26.3,8.74,0.14,0.02
25/07/2002,0.0,26.5,8.37,0.17,0.02
26/07/2002,0.2,26.6,8.34,0.23,0.03
27/07/2002,0.0,26.3,8.26,0.17,0.02
28/07/2002,1.2,25.5,7.03,0.23,0.03
29/07/2002,0.0,27.3,9.15,0.23,0.03
30/07/2002,0.0,26.7,8.26,0.23,0.03
31/07/2002,0.0,26.3,8.55,0.35,0.04
01/08/2002,0.0,25.6,8.09,0.29,0.04
02/08/2002,0.0,26.1,7.92,0.35,0.04
03/08/2002,0.0,27.1,8.01,0.23,0.03
04/08/2002,0.0,28.0,8.04,0.17,0.02
05/08/2002,0.0,28.0,8.2,0.14,0.02
06/08/2002,0.0,28.2,8.06,0.14,0.02
07/08/2002,0.0,28.2,8.32,0.14,0.02
08/08/2002,0.0,25.1,7.63,0.14,0.02
09/08/2002,0.0,24.3,6.58,0.14,0.02
10/08/2002,0.0,26.3,7.54,0.17,0.02
11/08/2002,0.0,28.7,7.97,0.17,0.02
12/08/2002,0.0,31.4,8.6,0.17,0.02
13/08/2002,0.0,28.6,9.02,0.17,0.02
14/08/2002,0.0,25.5,7.26,0.23,0.03
15/08/2002,0.0,24.8,7.5,0.17,0.02
16/08/2002,0.0,23.9,6.77,0.14,0.02
17/08/2002,0.7,23.6,6.41,0.14,0.02
18/08/2002,0.2,23.8,5.85,0.14,0.02
19/08/2002,2.9,23.8,4.94,0.17,0.02
20/08/2002,2.8,23.7,4.78,0.41,0.05
21/08/2002,1.4,24.0,5.0,0.14,0.02
22/08/2002,0.0,24.4,6.07,0.23,0.03
23/08/2002,0.0,25.6,6.07,0.23,0.03
24/08/2002,0.0,26.8,5.86,0.14,0.02
25/08/2002,1.2,26.2,5.84,0.14,0.02
26/08/2002,0.0,26.1,7.14,0.29,0.04
27/08/2002,0.0,25.1,7.2,0.23,0.03
28/08/2002,0.0,24.5,7.24,0.17,0.02
29/08/2002,0.0,24.1,6.95,0.14,0.02
30/08/2002,0.2,23.4,6.33,0.14,0.02
31/08/2002,3.5,21.9,4.23,0.14,0.02
01/09/2002,7.6,21.2,3.21,0.67,0.09
02/09/2002,3.5,20.9,4.03,1.37,0.18
03/09/2002,0.2,21.8,4.4,0.74,0.1
04/09/2002,0.3,22.2,4.86,0.41,0.05
05/09/2002,0.0,22.0,5.2,0.41,0.05
06/09/2002,0.2,21.9,5.05,0.41,0.05
07/09/2002,0.3,22.6,5.44,0.35,0.04
08/09/2002,0.1,22.1,5.3,0.35,0.04
09/09/2002,1.2,21.2,4.22,0.35,0.04
10/09/2002,1.1,21.6,4.53,0.41,0.05
11/09/2002,1.2,21.1,4.94,0.41,0.05
12/09/2002,1.3,19.2,3.61,0.35,0.04
13/09/2002,0.1,20.3,4.41,0.41,0.05
14/09/2002,2.5,20.1,4.04,0.41,0.05
15/09/2002,1.4,21.0,4.1,0.53,0.07
16/09/2002,26.1,18.6,1.76,15.2,1.96
17/09/2002,0.2,19.3,4.37,34.8,4.48
18/09/2002,0.0,18.0,4.74,17.3,2.23
19/09/2002,0.0,18.0,4.82,3.79,0.49
20/09/2002,0.0,19.0,4.66,0.53,0.07
21/09/2002,0.0,19.6,4.76,0.46,0.06
22/09/2002,0.0,20.3,4.76,0.46,0.06
23/09/2002,0.0,21.1,4.88,0.41,0.05
24/09/2002,0.0,21.5,4.52,0.41,0.05
25/09/2002,1.0,21.6,4.06,0.53,0.07
26/09/2002,0.0,23.1,5.47,0.41,0.05
27/09/2002,0.7,20.8,3.5,0.41,0.05
28/09/2002,1.1,20.1,4.31,0.35,0.04
29/09/2002,5.0,18.1,1.82,0.67,0.09
30/09/2002,0.6,20.6,3.74,0.6,0.08
01/10/2002,0.5,18.6,3.14,0.6,0.08
02/10/2002,0.1,16.2,3.92,0.6,0.08
03/10/2002,0.0,16.1,3.87,0.6,0.08
04/10/2002,0.0,16.9,3.57,0.6,0.08
05/10/2002,0.0,16.8,4.01,0.6,0.08
06/10/2002,0.0,17.2,3.82,0.6,0.08
07/10/2002,17.0,16.1,0.92,0.6,0.08
08/10/2002,2.4,17.1,2.07,0.6,0.08
09/10/2002,1.4,16.5,2.21,0.6,0.08
10/10/2002,0.0,17.3,3.2,0.6,0.08
11/10/2002,0.0,18.4,3.29,0.6,0.08
12/10/2002,0.4,19.0,3.49,0.6,0.08
13/10/2002,5.7,17.7,2.98,0.6,0.08
14/10/2002,8.0,15.9,0.58,0.6,0.08
15/10/2002,0.3,17.1,2.31,0.6,0.08
16/10/2002,0.0,17.2,2.95,0.6,0.08
17/10/2002,0.0,17.7,3.15,0.6,0.08
18/10/2002,0.0,18.2,3.25,0.67,0.09
19/10/2002,0.0,17.9,3.33,0.67,0.09
20/10/2002,0.3,15.9,2.49,0.74,0.1
21/10/2002,0.0,13.5,2.96,0.74,0.1
22/10/2002,0.0,14.2,3.14,0.81,0.1
23/10/2002,0.0,16.1,3.05,0.81,0.1
24/10/2002,0.0,18.2,3.0,0.81,0.1
25/10/2002,0.1,17.5,2.4,0.92,0.12
26/10/2002,0.0,15.9,2.67,0.92,0.12
27/10/2002,0.0,14.5,2.09,1.03,0.13
28/10/2002,0.0,15.6,2.83,1.03,0.13
29/10/2002,0.0,12.7,2.74,1.03,0.13
30/10/2002,0.0,9.7,2.79,1.14,0.15
31/10/2002,0.0,11.5,2.74,1.14,0.15
01/11/2002,0.0,12.7,2.71,1.14,0.15
02/11/2002,0.0,12.5,2.63,1.77,0.23
03/11/2002,0.0,12.6,2.26,2.68,0.35
04/11/2002,0.0,13.5,2.05,3.6,0.46
05/11/2002,0.8,15.4,1.91,4.52,0.58
06/11/2002,11.9,14.2,0.57,5.77,0.74
07/11/2002,0.8,14.6,1.7,7.0,0.9
08/11/2002,7.9,13.8,1.31,8.02,1.03
09/11/2002,23.5,11.7,1.03,8.88,1.14
10/11/2002,7.5,13.0,1.19,9.78,1.26
11/11/2002,18.5,10.4,0.33,11.1,1.43
12/11/2002,0.0,8.6,1.84,5.89,0.76
13/11/2002,0.0,9.0,1.94,1.51,0.19
14/11/2002,0.0,10.2,1.86,1.51,0.19
15/11/2002,0.0,12.0,1.92,1.51,0.19
16/11/2002,0.0,12.5,1.87,1.4,0.18
17/11/2002,0.0,12.4,1.9,1.4,0.18
18/11/2002,0.0,12.0,1.87,1.28,0.16
19/11/2002,0.0,12.0,1.8,1.4,0.18
20/11/2002,0.0,11.3,1.83,1.06,0.14
21/11/2002,0.0,10.1,1.25,1.06,0.14
22/11/2002,0.7,12.4,1.26,4.31,0.56
23/11/2002,4.1,11.8,0.86,6.3,0.81
24/11/2002,0.3,9.6,1.21,4.31,0.56
25/11/2002,0.0,8.2,1.33,2.32,0.3
26/11/2002,0.0,9.1,1.45,0.98,0.13
27/11/2002,0.0,9.9,1.42,1.06,0.14
28/11/2002,0.0,10.5,1.26,1.17,0.15
29/11/2002,0.0,9.0,1.36,1.17,0.15
30/11/2002,0.0,8.7,1.36,1.28,0.16
01/12/2002,0.0,9.7,1.32,1.28,0.16
02/12/2002,5.4,10.9,0.59,1.28,0.16
03/12/2002,11.2,9.6,0.35,1.28,0.16
04/12/2002,1.7,11.2,0.91,4.85,0.62
05/12/2002,19.8,10.6,0.55,3.35,0.43
06/12/2002,1.0,9.1,0.95,3.93,0.51
07/12/2002,3.4,8.9,0.48,2.98,0.38
08/12/2002,10.7,9.4,0.71,3.54,0.46
09/12/2002,2.9,5.9,0.6,2.32,0.3
10/12/2002,0.0,2.2,1.16,1.76,0.23
11/12/2002,0.0,0.4,1.14,1.76,0.23
12/12/2002,0.0,1.1,1.13,1.51,0.19
13/12/2002,1.1,1.9,0.96,1.76,0.23
14/12/2002,11.0,4.9,0.14,1.76,0.23
15/12/2002,0.3,6.1,0.91,1.62,0.21
16/12/2002,0.3,4.0,0.91,1.51,0.19
17/12/2002,6.5,3.6,0.4,1.51,0.19
18/12/2002,1.7,3.4,0.89,4.49,0.58
19/12/2002,27.5,4.0,0.14,2.18,0.28
20/12/2002,1.0,0.6,0.82,1.4,0.18
21/12/2002,0.0,-1.1,1.06,1.4,0.18
22/12/2002,0.0,0.2,1.05,1.4,0.18
23/12/2002,0.0,2.1,1.06,1.4,0.18
24/12/2002,0.2,5.1,0.9,1.28,0.16
25/12/2002,0.0,3.4,0.71,1.28,0.16
26/12/2002,1.8,4.2,0.88,1.28,0.16
27/12/2002,7.0,4.8,0.62,1.28,0.16
28/12/2002,0.0,6.9,0.64,3.15,0.41
29/12/2002,6.2,9.8,0.52,7.9,1.02
30/12/2002,3.4,9.4,0.65,4.67,0.6
31/12/2002,0.3,8.9,0.8,12.1,1.56
01/01/2003,18.7,10.1,0.58,7.3,0.94
02/01/2003,0.0,8.6,0.85,4.67,0.6
03/01/2003,3.0,8.7,0.92,4.13,0.53
04/01/2003,1.5,12.2,0.8,3.54,0.46
05/01/2003,1.1,12.3,0.87,3.54,0.46
06/01/2003,0.6,12.0,1.11,2.49,0.32
07/01/2003,0.0,10.8,1.5,2.18,0.28
08/01/2003,0.9,11.6,0.88,2.18,0.28
09/01/2003,0.1,9.5,0.69,2.18,0.28
10/01/2003,0.0,11.2,1.38,2.18,0.28
11/01/2003,0.0,12.9,1.47,2.18,0.28
12/01/2003,3.4,12.4,0.95,2.18,0.28
13/01/2003,0.6,8.4,1.16,2.18,0.28
14/01/2003,0.0,4.7,1.19,2.18,0.28
15/01/2003,0.0,2.7,1.38,2.18,0.28
16/01/2003,0.0,5.6,1.47,2.18,0.28
17/01/2003,0.0,6.4,1.3,2.18,0.28
18/01/2003,0.3,6.6,1.37,7.9,1.02
19/01/2003,22.1,6.7,0.28,5.24,0.67
20/01/2003,2.0,8.9,1.08,6.5,0.84
21/01/2003,8.7,8.4,0.7,5.46,0.7
22/01/2003,5.3,8.3,0.77,4.85,0.62
23/01/2003,6.9,7.9,0.35,3.74,0.48
24/01/2003,0.3,8.2,0.63,3.54,0.46
25/01/2003,0.1,10.2,1.46,3.54,0.46
26/01/2003,1.1,8.4,1.12,2.65,0.34
27/01/2003,3.7,8.1,0.63,2.65,0.34
28/01/2003,0.0,7.4,1.23,2.65,0.34
29/01/2003,0.3,7.2,1.24,2.65,0.34
30/01/2003,10.8,11.3,0.91,7.7,0.99
31/01/2003,20.2,10.5,1.18,7.3,0.94
01/02/2003,12.4,9.1,1.16,14.1,1.82
02/02/2003,13.1,6.9,0.8,7.1,0.91
03/02/2003,2.2,5.2,1.24,5.67,0.73
04/02/2003,0.0,4.5,1.76,6.7,0.86
05/02/2003,8.2,9.3,1.21,14.9,1.92
06/02/2003,27.8,8.9,0.9,14.9,1.92
07/02/2003,22.9,5.2,0.32,8.3,1.07
08/02/2003,0.1,1.4,1.56,7.3,0.94
09/02/2003,0.4,0.8,1.52,6.9,0.89
10/02/2003,0.0,1.4,1.62,5.89,0.76
11/02/2003,22.4,1.2,0.39,5.89,0.76
12/02/2003,8.3,4.2,0.72,5.89,0.76
13/02/2003,2.3,5.4,0.95,5.67,0.73
14/02/2003,1.9,3.8,1.17,5.24,0.67
15/02/2003,0.0,2.6,1.7,4.85,0.62
16/02/2003,0.0,3.2,1.86,6.3,0.81
17/02/2003,4.6,4.2,0.39,12.5,1.61
18/02/2003,32.1,2.9,0.14,7.1,0.91
19/02/2003,0.7,1.6,0.91,5.46,0.7
20/02/2003,0.1,0.9,1.7,5.46,0.7
21/02/2003,0.1,1.6,1.75,5.24,0.67
22/02/2003,0.0,0.5,2.0,5.03,0.65
23/02/2003,0.0,0.2,2.24,3.93,0.51
24/02/2003,1.8,-0.6,1.63,3.93,0.51
25/02/2003,0.8,0.0,1.36,3.54,0.46
26/02/2003,0.0,1.1,2.01,3.54,0.46
27/02/2003,0.0,2.7,2.26,3.54,0.46
28/02/2003,0.0,4.3,2.08,3.54,0.46
01/03/2003,0.2,6.4,1.86,3.54,0.46
02/03/2003,6.2,6.0,0.59,3.54,0.46
03/03/2003,0.0,6.9,2.02,4.13,0.53
04/03/2003,23.4,6.1,0.8,10.9,1.4
05/03/2003,16.0,7.0,0.66,5.89,0.76
06/03/2003,0.2,7.6,1.88,5.24,0.67
07/03/2003,0.0,8.4,2.62,5.24,0.67
08/03/2003,5.2,7.9,1.21,5.24,0.67
09/03/2003,0.9,8.6,2.37,5.03,0.65
10/03/2003,0.0,7.6,2.84,4.67,0.6
11/03/2003,0.2,7.7,2.88,4.67,0.6
12/03/2003,0.0,8.0,3.03,4.67,0.6
13/03/2003,0.0,10.4,3.35,4.67,0.6
14/03/2003,4.2,10.5,1.63,4.67,0.6
15/03/2003,6.2,9.3,1.84,4.85,0.62
16/03/2003,1.9,8.5,2.36,5.24,0.67
17/03/2003,14.1,6.0,0.46,5.67,0.73
18/03/2003,3.3,7.0,1.79,4.13,0.53
19/03/2003,0.0,4.4,3.07,4.13,0.53
20/03/2003,0.0,4.2,2.83,4.13,0.53
21/03/2003,0.0,5.9,2.65,4.13,0.53
22/03/2003,0.2,4.5,2.76,4.13,0.53
23/03/2003,0.0,2.3,2.74,4.13,0.53
24/03/2003,0.3,0.7,2.53,3.35,0.43
25/03/2003,0.0,5.3,3.16,3.35,0.43
26/03/2003,0.0,9.1,3.67,3.35,0.43
27/03/2003,0.0,10.1,3.91,3.15,0.41
28/03/2003,0.2,10.1,3.34,3.35,0.43
29/03/2003,0.0,10.9,3.64,3.35,0.43
30/03/2003,0.5,10.6,3.66,3.35,0.43
31/03/2003,0.4,11.0,3.55,3.35,0.43
01/04/2003,1.1,11.8,3.21,3.35,0.43
02/04/2003,12.2,8.7,0.42,3.35,0.43
03/04/2003,2.5,11.7,2.23,3.35,0.43
04/04/2003,1.5,14.9,3.58,3.35,0.43
05/04/2003,4.2,13.1,3.36,3.35,0.43
06/04/2003,4.4,8.8,2.14,3.35,0.43
07/04/2003,2.7,10.8,2.64,3.35,0.43
08/04/2003,13.0,8.7,1.83,3.35,0.43
09/04/2003,0.0,5.8,3.66,3.35,0.43
10/04/2003,0.0,10.8,4.25,3.35,0.43
11/04/2003,1.8,11.3,1.37,3.35,0.43
12/04/2003,0.0,14.6,4.24,3.54,0.46
13/04/2003,3.0,13.6,2.65,4.31,0.56
14/04/2003,4.9,11.0,2.91,3.54,0.46
15/04/2003,0.1,12.6,2.92,3.15,0.41
16/04/2003,0.0,14.5,4.63,3.15,0.41
17/04/2003,4.4,13.7,3.54,3.54,0.46
18/04/2003,13.2,13.9,2.08,4.31,0.56
19/04/2003,5.2,10.2,1.15,3.74,0.48
20/04/2003,0.1,9.0,2.5,3.35,0.43
21/04/2003,0.0,9.9,4.17,3.35,0.43
22/04/2003,1.1,10.9,3.67,3.35,0.43
23/04/2003,2.0,13.4,4.36,3.35,0.43
24/04/2003,2.3,14.9,4.19,4.31,0.56
25/04/2003,2.4,12.8,3.54,2.98,0.38
26/04/2003,0.1,12.8,5.01,2.65,0.34
27/04/2003,0.0,13.2,5.07,2.65,0.34
28/04/2003,0.0,14.6,5.26,2.49,0.32
29/04/2003,0.0,16.6,5.14,2.49,0.32
30/04/2003,0.0,18.4,5.53,2.49,0.32
01/05/2003,0.0,19.9,5.9,2.49,0.32
02/05/2003,0.0,21.5,6.1,2.49,0.32
03/05/2003,0.0,22.3,6.46,1.76,0.23
04/05/2003,0.0,23.3,6.59,1.76,0.23
05/05/2003,0.1,23.3,6.24,1.76,0.23
06/05/2003,0.0,23.5,6.36,1.51,0.19
07/05/2003,0.0,22.3,7.1,1.28,0.16
08/05/2003,0.0,21.7,6.89,1.28,0.16
09/05/2003,0.0,21.8,6.93,1.28,0.16
10/05/2003,0.0,23.4,6.63,1.28,0.16
11/05/2003,0.0,24.7,7.07,1.28,0.16
12/05/2003,0.0,24.0,7.4,1.17,0.15
13/05/2003,0.0,22.4,7.4,1.17,0.15
14/05/2003,0.0,21.9,6.97,1.17,0.15
15/05/2003,0.2,21.8,6.94,1.17,0.15
16/05/2003,0.1,22.5,6.88,2.04,0.26
17/05/2003,0.6,23.4,6.42,1.76,0.23
18/05/2003,0.1,23.5,7.08,2.32,0.3
19/05/2003,0.2,22.9,6.43,2.32,0.3
20/05/2003,0.9,22.0,5.98,2.32,0.3
21/05/2003,0.8,21.5,6.15,2.32,0.3
22/05/2003,0.0,20.0,6.97,1.62,0.21
23/05/2003,2.0,18.7,5.22,1.76,0.23
24/05/2003,11.4,15.6,3.35,2.04,0.26
25/05/2003,5.6,14.5,3.25,2.04,0.26
26/05/2003,0.2,16.7,4.33,1.9,0.24
27/05/2003,1.4,17.3,4.32,1.9,0.24
28/05/2003,4.3,17.4,3.73,1.9,0.24
29/05/2003,7.6,16.7,3.01,2.04,0.26
30/05/2003,2.4,18.2,4.08,3.35,0.43
31/05/2003,0.2,20.0,5.33,3.93,0.51
01/06/2003,9.9,17.5,4.18,3.93,0.51
02/06/2003,5.9,17.3,4.5,3.15,0.41
03/06/2003,0.0,20.3,6.27,2.82,0.36
04/06/2003,0.0,22.6,7.43,2.49,0.32
05/06/2003,0.0,23.6,7.1,2.32,0.3
06/06/2003,0.0,23.6,7.54,2.32,0.3
07/06/2003,0.0,24.6,7.7,2.32,0.3
08/06/2003,0.0,24.6,7.68,2.32,0.3
09/06/2003,0.1,25.4,7.7,2.32,0.3
