Index,Pupdated
0,12.7
1,1.8
2,0.1
3,0.1
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.5
11,0.5
12,0.2
13,0.0
14,0.0
15,1.6
16,5.4
17,3.549118791279267
18,0.10242289075570145
19,0.0
20,1.5
21,1.1473662601897212
22,1.0
23,2.5
24,0.8
25,0.1
26,0.0
27,0.0
28,0.8
29,0.2
30,0.20150898217820085
31,0.3135928077374086
32,0.10363291257846657
33,0.0
34,0.6016790560563905
35,6.5
36,1.4
37,0.10359055719273769
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.32302869739963386
44,3.4425947204654492
45,0.0
46,0.0
47,0.0
48,8.764863118126817
49,13.0
50,4.3
51,3.6
52,0.0
53,0.2
54,4.2
55,9.15295245303765
56,4.9
57,0.2
58,0.0
59,0.5
60,0.9211577054115265
61,3.6460162166553163
62,17.651521845446176
63,7.8
64,1.1
65,0.0
66,3.5
67,6.2
68,1.3724657758291203
69,0.22111410985859953
70,1.1372910765352868
71,9.989097942083237
72,11.898125336299168
73,2.0811606956644257
74,1.6116078483169036
75,1.0835916722130894
76,1.3402450555181051
77,0.33331478134186376
78,1.9555346510929035
79,11.993587836433113
80,4.595449916491741
81,1.0251405763047805
82,0.9898550703241524
83,1.1667567538317438
84,1.1770009835366857
85,1.2604199932867923
86,2.888795996768623
87,2.9423808974139254
88,0.9047373737898816
89,0.5777857684752362
90,0.47052503179720323
91,0.6239314780682089
92,2.646821750132088
93,2.8999759983372564
94,0.4823838522239454
95,0.9378937068557919
96,2.1631457591279752
97,10.375994477955041
98,10.507456102913372
99,4.194033800868841
100,5.677660726084122
101,3.464348671559558
102,3.4721340447635596
103,4.104896692150114
104,3.283037338393956
105,8.16990417369542
106,17.942332075039225
107,5.765245144169969
108,9.088199167648513
109,5.407474890326209
110,7.950668922965466
111,3.1994053790569836
112,4.1941433511543185
113,1.7539287456349335
114,2.206119686973313
115,7.775153416909168
116,3.444409118792295
117,3.935649588405836
118,8.081495099824297
119,10.964335560347928
120,13.052188327111354
121,6.5852123824836
122,27.736160529436358
123,17.32585085800192
124,11.131300220060837
125,1.9033630576503284
126,6.544622482354313
127,17.735749257808514
128,2.470640755910866
129,3.433720466067042
130,11.124550302213814
131,11.27546570053463
132,7.041231388653662
133,21.47318663525937
134,37.52363314703493
135,29.988185541908315
136,17.857460716364535
137,13.200907019435954
138,12.933233048187544
139,7.9078360150955405
140,8.540979074805938
141,9.297227566340883
142,28.43908103688037
143,8.168464407709065
144,10.767855223300257
145,6.824369771938501
146,11.249785230941285
147,15.059412435294462
148,5.003315976424089
149,10.455549227371375
150,11.818862537715855
151,4.636465901941105
152,7.097835038939247
153,12.23802122960689
154,8.120920115464164
155,13.959045833215926
156,6.793666944445478
157,13.252753936106211
158,5.214687927217286
159,8.373363170458163
160,18.926997751557337
161,16.986843374124753
162,17.99525329879353
163,2.982268452517168
164,3.018242664519228
165,3.029556856275324
166,3.478647425682438
167,4.998132520721305
168,3.0808978628125008
169,3.4014717852225185
170,2.539330919808662
171,5.767573051141778
172,5.165409503942053
173,6.290006835925993
174,3.3630845294136487
175,18.87665280619708
176,3.8306703643317053
177,6.215275569633982
178,3.5703536198734325
179,5.864253428590595
180,1.3043712299956463
181,2.7040688380749445
182,1.7757201688557656
183,1.3413313651292205
184,1.0864038249827899
185,0.895239992290329
186,7.184118519303352
187,5.958099769986813
188,4.311058359255085
189,4.900658378239125
190,0.39884326682244214
191,0.34625717514021004
192,0.3019415284943213
193,0.2643012241738675
194,0.23211328296275646
195,0.20442551303029194
196,0.18048633440006495
197,0.15969519707673965
198,0.1415669133305425
199,1.679300166997558
200,24.30347237580594
201,4.538376939187557
202,4.083686907838775
203,6.73743963173829
204,0.9584853505719794
205,0.06321161459597084
206,2.0540219495829923
207,1.5968527761912927
208,2.0276909465120108
209,0.7073172629609761
210,0.4810571227978519
211,0.034810692260384156
212,0.2531632500622164
213,0.9157800486480137
214,0.02514017019448548
215,2.2419902607322424
216,0.46415088876731486
217,0.4620872936668806
218,0.016353007895948363
219,0.01469363909918257
220,0.013204834024261043
221,0.01186864243975801
222,0.010669083021285603
223,0.009591912307444137
224,0.008624423557744275
225,0.007755271145033134
226,0.006974316837369842
227,0.22821457886854532
228,0.005641693538203052
229,0.005074650223119764
230,0.004564859523124312
231,0.4479906593063736
232,6.883898921486381
233,14.873443278907303
234,17.98029909072361
235,18.6458255054972
236,1.5340693483596193
237,0.004380013228785502
238,0.003940198981781402
239,10.81964861589098
240,2.624926945135242
241,0.013024021068718574
242,0.4517291006496431
243,0.23264703983063037
244,3.782840748388333
245,7.110978949507684
246,6.666203045559314
247,0.22908167719655978
248,0.22836215295249704
249,21.978039872375717
250,2.890439654707066
251,3.5301960422109397
252,0.006773620132717586
253,0.0060909079990160726
254,0.0054774896005964765
255,0.44873371086124625
256,0.004438496829894995
257,0.003992346620961067
258,0.0035912502258728094
259,0.003230618432299465
260,0.0029063370022694686
261,0.002614716090523168
262,0.0023524453163368893
263,0.0021165538078199483
264,0.0019043746284561956
265,0.43974710636163145
266,15.892607469103922
267,19.98641324006618
268,0.16197398328839413
269,0.31651143119567693
270,0.5410563494411671
271,0.7484297090635931
272,0.9379745630504533
273,0.850062797826312
274,1.641014357475024
275,22.904813204381156
